id;Краткое название;Полное наименование;Бренд;Электронная почта;Телефон;Факс;ОКВЭД;Бик;ИМНС;КПП;ОКПО;р/счет;кор/счет;ОГРН;ОГРН: Кто выдал;ОГРН: Номер;ОГРН: Дата;ОГРН: Адрес;ИНН;ИНН: Дата получения;ИНН: Место получения;Банк;ОКОПФ;Форма собственности;Отрасль
0A0BA35E-05E2-E611-9FCA-005056807186;"Общество с ограниченной ответственностью ""Управляющая компания ""Кредо""";"Общество с ограниченной ответственностью ""Управляющая компания ""Кредо""";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1037843080164;NULL;NULL;NULL;NULL;7803050192;NULL;NULL;NULL;808C146A-3B4B-E111-9F82-00155D003200;NULL;другая
41E945B5-09E2-E611-9FCA-005056807186;"ООО ""РСК ВЕКТОР""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РСК ВЕКТОР""";NULL;NULL;NULL;NULL;NULL;NULL;7804;780401001;NULL;NULL;NULL;1147847390130;Межрайонная инспекция Федеральной налоговой службы №15 по Санкт-Петербургу;NULL;NULL;NULL;7804544652;2014-11-09 21:00:00.000;Межрайонная инспекция Федеральной налоговой службы №18 по Санкт-Петербургу;NULL;808C146A-3B4B-E111-9F82-00155D003200;NULL;другая
8A08070A-27E2-E611-9FCA-005056807186;"ООО ""ИНТЕГРАЛ""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕГРАЛ""";NULL;NULL;NULL;NULL;NULL;NULL;7710;771001001;NULL;NULL;NULL;1077759377717;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7743657222;2014-08-28 22:00:00.000;Инспекция Федеральной налоговой службы № 10 по г. Москве;NULL;808C146A-3B4B-E111-9F82-00155D003200;NULL;другая
BF86B9DF-32E2-E611-9FCA-005056807186;"ГБУК Г.МОСКВЫ ""МОСКОВСКИЙ МУЗЕЙ СОВРЕМЕННОГО ИСКУССТВА""";"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ ГОРОДА МОСКВЫ ""МОСКОВСКИЙ МУЗЕЙ СОВРЕМЕННОГО ИСКУССТВА""";NULL;NULL;NULL;NULL;NULL;NULL;7707;770701001;NULL;NULL;NULL;1037739204238;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7707278050;1999-04-06 22:00:00.000;Инспекция Федеральной налоговой службы № 7 по г. Москве;NULL;NULL;NULL;другая
BB42AA53-D2E2-E611-9FCA-005056807186;ФГБОУ ДПО РМАНПО МИНЗДРАВА РОССИИ;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ ""РОССИЙСКАЯ МЕДИЦИНСКАЯ АКАДЕМИЯ НЕПРЕРЫВНОГО ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ";NULL;NULL;NULL;NULL;NULL;NULL;7703;770301001;NULL;NULL;NULL;1027739445876;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7703122485;1995-08-21 22:00:00.000;Инспекция Федеральной налоговой службы № 3 по г.Москве;NULL;27903404-05A4-E111-8681-02BF0A7F2538;NULL;другая
5D11FB79-DAE2-E611-9FCA-005056807186;"ООО ""ТОП-РЕСТАВРАЦИЯ""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТОП-РЕСТАВРАЦИЯ""";NULL;NULL;NULL;NULL;NULL;NULL;7730;773001001;NULL;NULL;NULL;1107746392544;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7718806537;2014-02-09 22:00:00.000;Инспекция Федеральной налоговой службы № 30 по г. Москве;NULL;NULL;NULL;другая
2A982836-ECE2-E611-9FCA-005056807186;"ООО ""РПО ""ТАВР""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕСТАВРАЦИОННО-ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ ""ТАВР""";NULL;NULL;NULL;NULL;NULL;NULL;7701;770101001;NULL;NULL;NULL;1037739153022;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7701237970;2000-05-14 22:00:00.000;Инспекция Федеральной налоговой службы № 1 по г.Москве;NULL;808C146A-3B4B-E111-9F82-00155D003200;NULL;другая
2AA9A34F-F0E2-E611-9FCA-005056807186;ООО РСК ВОЗРОЖДЕНИЕ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕСТАВРАЦИОННО-СТРОИТЕЛЬНАЯ КОМПАНИЯ ВОЗРОЖДЕНИЕ""";NULL;irinaliv1964@mail.ru;NULL;NULL;NULL;NULL;5050;505001001;NULL;NULL;NULL;1027700332813;Межрайонная инспекция Федеральной налоговой службы №16 по Московской области;NULL;NULL;NULL;7706163031;2014-08-06 22:00:00.000;Межрайонная инспекция Федеральной налоговой службы №16 по Московской области;NULL;NULL;NULL;другая
ED65D024-F1E2-E611-9FCA-005056807186;"ООО ""А-СТРОЙ""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""А-СТРОЙ""";NULL;NULL;NULL;NULL;NULL;NULL;7806;780601001;NULL;NULL;NULL;1127847332106;Межрайонная инспекция Федеральной налоговой службы №15 по Санкт-Петербургу;NULL;NULL;NULL;7806480429;2012-06-20 21:00:00.000;Межрайонная инспекция Федеральной налоговой службы №21 по Санкт-Петербургу;NULL;NULL;NULL;другая
1FE7B84B-90E3-E611-9FCA-005056807186;"Общество с ограниченной ответственностью ""Современные ГеоТехнологии""";"Общество с ограниченной ответственностью ""Современные ГеоТехнологии""";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;5147746382702;NULL;NULL;NULL;NULL;9705008245;NULL;NULL;NULL;808C146A-3B4B-E111-9F82-00155D003200;NULL;другая
5CB69436-94E3-E611-9FCA-005056807186;"ООО ""ДИРЕКЦИЯ РСК""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДИРЕКЦИЯ РЕСТАВРАЦИОННО-СТРОИТЕЛЬНОГО КОНТРОЛЯ""";NULL;NULL;NULL;NULL;NULL;NULL;7729;772901001;NULL;NULL;NULL;1157746421030;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7729459966;2015-05-05 21:00:00.000;Инспекция Федеральной налоговой службы № 29 по г. Москве;NULL;NULL;NULL;другая
21974E56-94E3-E611-9FCA-005056807186;"ГПБУ ""МОСПРИРОДА""";"ГОСУДАРСТВЕННОЕ ПРИРОДООХРАННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""МОСКОВСКОЕ ГОРОДСКОЕ УПРАВЛЕНИЕ ПРИРОДНЫМИ ТЕРРИТОРИЯМИ""";NULL;mospriroda@eco.mos.ru;NULL;NULL;NULL;NULL;7729;772901001;NULL;NULL;NULL;1047796250710;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7704517334;2014-01-31 02:00:00.000;Инспекция Федеральной налоговой службы № 29 по г. Москве;NULL;NULL;NULL;другая
A87258E9-98E3-E611-9FCA-005056807186;"ГПБУ ""МОСПРИРОДА""";"ГОСУДАРСТВЕННОЕ ПРИРОДООХРАННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""МОСКОВСКОЕ ГОРОДСКОЕ УПРАВЛЕНИЕ ПРИРОДНЫМИ ТЕРРИТОРИЯМИ""";NULL;mospriroda@eco.mos.ru;NULL;NULL;NULL;NULL;7729;772901001;NULL;NULL;NULL;1047796250710;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7704517334;2014-01-31 04:00:00.000;Инспекция Федеральной налоговой службы № 29 по г. Москве;NULL;NULL;NULL;другая
E803F0C8-9AE3-E611-9FCA-005056807186;"ПАО ""МТС""";"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОБИЛЬНЫЕ ТЕЛЕСИСТЕМЫ""";NULL;nvmerkus@mts.ru;NULL;NULL;NULL;044525232;7709;770901001;52686811;40702810000000000652;30101810600000000232;1027700149124;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7740000076;2000-03-22 21:00:00.000;Инспекция Федеральной налоговой службы № 9 по г.Москве;"ОАО ""МТС-Банк""";838C146A-3B4B-E111-9F82-00155D003200;NULL;другая
B246B52B-9CE3-E611-9FCA-005056807186;"ГПБУ ""МОСПРИРОДА""";"ГОСУДАРСТВЕННОЕ ПРИРОДООХРАННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""МОСКОВСКОЕ ГОРОДСКОЕ УПРАВЛЕНИЕ ПРИРОДНЫМИ ТЕРРИТОРИЯМИ""";NULL;mospriroda@eco.mos.ru;NULL;NULL;NULL;NULL;7729;772901001;NULL;NULL;NULL;1047796250710;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7704517334;2014-01-31 06:00:00.000;Инспекция Федеральной налоговой службы № 29 по г. Москве;NULL;NULL;NULL;другая
46C7D466-A3E3-E611-9FCA-005056807186;"ФГКУ ""ВНИИ МВД РОССИИ""";"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ВСЕРОССИЙСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ МИНИСТЕРСТВА ВНУТРЕННИХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ""";NULL;NULL;NULL;NULL;NULL;NULL;7704;770401001;NULL;NULL;NULL;1027700209866;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7704040877;1995-05-22 22:00:00.000;Инспекция Федеральной налоговой службы № 4 по г.Москве;NULL;NULL;NULL;другая
907726C3-B9E3-E611-9FCA-005056807186;ФГУП ЦНРПМ;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ЦЕНТРАЛЬНЫЕ НАУЧНО-РЕСТАВРАЦИОННЫЕ ПРОЕКТНЫЕ МАСТЕРСКИЕ""";NULL;NULL;NULL;NULL;NULL;NULL;7709;770901001;NULL;NULL;NULL;1027739253112;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7709094629;2002-09-24 22:00:00.000;Инспекция Федеральной налоговой службы № 9 по г.Москве;NULL;NULL;NULL;другая
29688A73-BDE3-E611-9FCA-005056807186;РАМ ИМЕНИ ГНЕСИНЫХ;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""РОССИЙСКАЯ АКАДЕМИЯ МУЗЫКИ ИМЕНИ ГНЕСИНЫХ""";NULL;NULL;NULL;NULL;NULL;NULL;7704;770401001;NULL;NULL;NULL;1027739774589;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7704018247;1994-10-05 22:00:00.000;Инспекция Федеральной налоговой службы № 4 по г.Москве;NULL;NULL;NULL;другая
37741428-3D1B-E611-9E9E-005056807186;"ООО ""ЭФА +""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭФА +""";NULL;efa@efa-plus.ru;NULL;(495) 956-75-82;NULL;NULL;7721;772101001;NULL;NULL;NULL;5147746169270;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7721847364;2014-10-01 22:00:00.000;Инспекция Федеральной налоговой службы № 21 по г.Москве;NULL;808C146A-3B4B-E111-9F82-00155D003200;NULL;другая
2181D705-64E4-E611-9FCA-005056807186;"ЗАО ""АГЕЙ-7""";"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""АГЕЙ-7""";NULL;NULL;NULL;NULL;NULL;NULL;7720;772001001;NULL;NULL;NULL;1037739445248;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7722009460;2014-02-25 22:00:00.000;Инспекция Федеральной налоговой службы № 20 по г.Москве;NULL;848C146A-3B4B-E111-9F82-00155D003200;NULL;другая
1F527D8A-69E4-E611-9FCA-005056807186;ГЛАВУПДК ПРИ МИД РОССИИ;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ГЛАВНОЕ ПРОИЗВОДСТВЕННО-КОММЕРЧЕСКОЕ УПРАВЛЕНИЕ ПО ОБСЛУЖИВАНИЮ ДИПЛОМАТИЧЕСКОГО КОРПУСА ПРИ МИНИСТЕРСТВЕ ИНОСТРАННЫХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ""";NULL;mustimova@updk.ru;NULL;NULL;NULL;NULL;7704;770401001;NULL;NULL;NULL;1027700347840;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7704010978;1991-06-03 22:00:00.000;Инспекция Федеральной налоговой службы № 4 по г.Москве;NULL;NULL;NULL;другая
EBC20F71-6AE4-E611-9FCA-005056807186;ГЛАВУПДК ПРИ МИД РОССИИ;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ГЛАВНОЕ ПРОИЗВОДСТВЕННО-КОММЕРЧЕСКОЕ УПРАВЛЕНИЕ ПО ОБСЛУЖИВАНИЮ ДИПЛОМАТИЧЕСКОГО КОРПУСА ПРИ МИНИСТЕРСТВЕ ИНОСТРАННЫХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ""";NULL;mustimova@updk.ru;NULL;NULL;NULL;NULL;7704;770401001;NULL;NULL;NULL;1027700347840;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7704010978;1991-06-03 22:00:00.000;Инспекция Федеральной налоговой службы № 4 по г.Москве;NULL;NULL;NULL;другая
4478A637-6CE4-E611-9FCA-005056807186;ГЛАВУПДК ПРИ МИД РОССИИ;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ГЛАВНОЕ ПРОИЗВОДСТВЕННО-КОММЕРЧЕСКОЕ УПРАВЛЕНИЕ ПО ОБСЛУЖИВАНИЮ ДИПЛОМАТИЧЕСКОГО КОРПУСА ПРИ МИНИСТЕРСТВЕ ИНОСТРАННЫХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ""";NULL;mustimova@updk.ru;NULL;NULL;NULL;NULL;7704;770401001;NULL;NULL;NULL;1027700347840;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7704010978;1991-06-03 22:00:00.000;Инспекция Федеральной налоговой службы № 4 по г.Москве;NULL;NULL;NULL;другая
8153E0EB-511B-E611-9E9E-005056807186;"ООО ""СК ""КРЕАЛ""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦИАЛИЗИРОВАННАЯ КОМПАНИЯ ""КРЕАЛ""";NULL;NULL;NULL;NULL;NULL;NULL;7743;774301001;NULL;NULL;NULL;1027739360604;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7711078141;2002-10-10 22:00:00.000;Инспекция Федеральной налоговой службы № 43 по г. Москве;NULL;NULL;NULL;другая
3453A652-6EE4-E611-9FCA-005056807186;"ООО ""ОХОТНЫЙ РЯД ДЕЛЮКС""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОХОТНЫЙ РЯД ДЕЛЮКС""";NULL;NULL;NULL;NULL;NULL;NULL;7702;770201001;NULL;NULL;NULL;1127746551437;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7704812033;2014-03-06 22:00:00.000;Инспекция Федеральной налоговой службы № 2 по г.Москве;NULL;NULL;NULL;другая
9533A590-7BE4-E611-9FCA-005056807186;ГЛАВУПДК ПРИ МИД РОССИИ;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ГЛАВНОЕ ПРОИЗВОДСТВЕННО-КОММЕРЧЕСКОЕ УПРАВЛЕНИЕ ПО ОБСЛУЖИВАНИЮ ДИПЛОМАТИЧЕСКОГО КОРПУСА ПРИ МИНИСТЕРСТВЕ ИНОСТРАННЫХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ""";NULL;mustimova@updk.ru;NULL;NULL;NULL;NULL;7704;770401001;NULL;NULL;NULL;1027700347840;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7704010978;1991-06-03 22:00:00.000;Инспекция Федеральной налоговой службы № 4 по г.Москве;NULL;NULL;NULL;другая
13539037-80E4-E611-9FCA-005056807186;ГЛАВУПДК ПРИ МИД РОССИИ;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ГЛАВНОЕ ПРОИЗВОДСТВЕННО-КОММЕРЧЕСКОЕ УПРАВЛЕНИЕ ПО ОБСЛУЖИВАНИЮ ДИПЛОМАТИЧЕСКОГО КОРПУСА ПРИ МИНИСТЕРСТВЕ ИНОСТРАННЫХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ""";NULL;mustimova@updk.ru;NULL;NULL;NULL;NULL;7704;770401001;NULL;NULL;NULL;1027700347840;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7704010978;1991-06-04 00:00:00.000;Инспекция Федеральной налоговой службы № 4 по г.Москве;NULL;NULL;NULL;другая
DD95104D-84E4-E611-9FCA-005056807186;ЗАЧАТЬЕВСКИЙ ЖЕНСКИЙ М-РЬ Г.МОСКВЫ;ПРАВОСЛАВНАЯ РЕЛИГИОЗНАЯ ОРГАНИЗАЦИЯ ЗАЧАТЬЕВСКИЙ СТАВРОПИГИАЛЬНЫЙ ЖЕНСКИЙ МОНАСТЫРЬ, ГОР. МОСКВЫ РУССКОЙ ПРАВОСЛАВНОЙ ЦЕРКВИ;NULL;NULL;NULL;NULL;NULL;NULL;7704;770401001;NULL;NULL;NULL;1027739912485;Управление Федеральной налоговой службы по г.Москве;NULL;NULL;NULL;7704101576;1995-10-05 22:00:00.000;Инспекция Федеральной налоговой службы № 4 по г.Москве;NULL;8D8C146A-3B4B-E111-9F82-00155D003200;NULL;другая
EAA7B5EA-84E4-E611-9FCA-005056807186;РАМ ИМЕНИ ГНЕСИНЫХ;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""РОССИЙСКАЯ АКАДЕМИЯ МУЗЫКИ ИМЕНИ ГНЕСИНЫХ""";NULL;NULL;NULL;NULL;NULL;NULL;7704;770401001;NULL;NULL;NULL;1027739774589;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7704018247;1994-10-05 22:00:00.000;Инспекция Федеральной налоговой службы № 4 по г.Москве;NULL;NULL;NULL;другая
7FE394B2-88E4-E611-9FCA-005056807186;"Общество с ограниченной ответственностью ""БУТА КОНСТРАКШН""";"Общество с ограниченной ответственностью ""БУТА КОНСТРАКШН""";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1127746354261;NULL;NULL;NULL;NULL;7714872296;NULL;NULL;NULL;808C146A-3B4B-E111-9F82-00155D003200;NULL;другая
D8F658D8-88E4-E611-9FCA-005056807186;ЗАЧАТЬЕВСКИЙ ЖЕНСКИЙ М-РЬ Г.МОСКВЫ;ПРАВОСЛАВНАЯ РЕЛИГИОЗНАЯ ОРГАНИЗАЦИЯ ЗАЧАТЬЕВСКИЙ СТАВРОПИГИАЛЬНЫЙ ЖЕНСКИЙ МОНАСТЫРЬ, ГОР. МОСКВЫ РУССКОЙ ПРАВОСЛАВНОЙ ЦЕРКВИ;NULL;NULL;NULL;NULL;NULL;NULL;7704;770401001;NULL;NULL;NULL;1027739912485;Управление Федеральной налоговой службы по г.Москве;NULL;NULL;NULL;7704101576;1995-10-05 22:00:00.000;Инспекция Федеральной налоговой службы № 4 по г.Москве;NULL;8D8C146A-3B4B-E111-9F82-00155D003200;NULL;другая
121F18CF-F61B-E611-9E9E-005056807186;ГАОУ ВО МГПУ;"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ГОРОДА МОСКВЫ ""МОСКОВСКИЙ ГОРОДСКОЙ ПЕДАГОГИЧЕСКИЙ УНИВЕРСИТЕТ""";NULL;NULL;NULL;NULL;NULL;NULL;7717;771701001;NULL;NULL;NULL;1027700141996;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7717043346;2002-08-19 22:00:00.000;Инспекция Федеральной налоговой службы № 17 по г.Москве;NULL;27903404-05A4-E111-8681-02BF0A7F2538;85EF3CA4-F28D-E011-87F8-000C29D12628;другая
1941E3F1-6094-E611-9EAA-005056807186;"ООО ""ИНТЕГРАЛ""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕГРАЛ""";NULL;NULL;NULL;NULL;NULL;NULL;7710;771001001;NULL;NULL;NULL;1077759377717;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7743657222;2014-08-28 22:00:00.000;Инспекция Федеральной налоговой службы № 10 по г. Москве;NULL;808C146A-3B4B-E111-9F82-00155D003200;NULL;другая
EF09DCA3-191C-E611-9E9E-005056807186;МОСКОВСКАЯ ПАТРИАРХИЯ;"ПРАВОСЛАВНАЯ РЕЛИГИОЗНАЯ ОРГАНИЗАЦИЯ ""МОСКОВСКАЯ ПАТРИАРХИЯ РУССКОЙ ПРАВОСЛАВНОЙ ЦЕРКВИ""";NULL;NULL;NULL;NULL;NULL;NULL;7704;770401001;NULL;NULL;NULL;1037700011843;Управление Федеральной налоговой службы по г.Москве;NULL;NULL;NULL;7704136152;1995-11-29 21:00:00.000;Инспекция Федеральной налоговой службы № 4 по г.Москве;NULL;8D8C146A-3B4B-E111-9F82-00155D003200;NULL;другая
E243D144-0D95-E611-9EAA-005056807186;"ООО ""ИНВЕСТСТРОЙ""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНВЕСТСТРОЙ""";NULL;NULL;NULL;NULL;NULL;NULL;0274;027401001;NULL;NULL;NULL;1140280053814;Межрайонная инспекция Федеральной налоговой службы № 39 по Республике Башкортостан;NULL;NULL;NULL;0274190307;2014-08-31 22:00:00.000;Межрайонная инспекция Федеральной налоговой службы № 40 по Республике Башкортостан;NULL;808C146A-3B4B-E111-9F82-00155D003200;NULL;другая
B711C45D-2A1C-E611-9E9E-005056807186;"ООО ""РЕСТМАСТЕРСКАЯ АПН""";"ООО ""РЕСТМАСТЕРСКАЯ АПН""";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1084401000386;NULL;NULL;NULL;NULL;4401084661;NULL;NULL;NULL;808C146A-3B4B-E111-9F82-00155D003200;NULL;другая
B4F9FB50-59E1-E611-9FCA-005056807186;"ФГБУ ""УЭЗ МИД РОССИИ""";"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ПО ЭКСПЛУАТАЦИИ ЗДАНИЙ МИНИСТЕРСТВА ИНОСТРАННЫХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ""";NULL;NULL;NULL;NULL;NULL;NULL;7704;770401001;NULL;NULL;NULL;1037739051558;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7704154546;1998-06-07 22:00:00.000;Инспекция Федеральной налоговой службы № 4 по г.Москве;NULL;NULL;NULL;другая
D63B9DCD-A2E7-E611-9FCA-005056807186;"ООО ""ИНТЕГРАЛ""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕГРАЛ""";NULL;NULL;NULL;NULL;NULL;NULL;7710;771001001;NULL;NULL;NULL;1077759377717;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7743657222;2014-08-28 22:00:00.000;Инспекция Федеральной налоговой службы № 10 по г. Москве;NULL;808C146A-3B4B-E111-9F82-00155D003200;NULL;другая
36EBEC60-A8E7-E611-9FCA-005056807186;"ООО ""СТРОЙКОМ""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙКОМ""";NULL;NULL;NULL;NULL;NULL;NULL;7705;770501001;NULL;NULL;NULL;1137746293541;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7716742172;2015-12-07 21:00:00.000;Инспекция Федеральной налоговой службы № 5 по г. Москве;NULL;NULL;NULL;другая
100E3C45-C81C-E611-9E9E-005056807186;"ООО ""ТОРГПРОДУКТСЕРВИС""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТОРГПРОДУКТСЕРВИС""";NULL;NULL;NULL;NULL;NULL;NULL;7706;770601001;NULL;NULL;NULL;1027739164485;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7705275215;2009-01-29 21:00:00.000;Инспекция Федеральной налоговой службы № 6 по г. Москве;NULL;808C146A-3B4B-E111-9F82-00155D003200;NULL;другая
57C78555-6DE8-E611-9FCA-005056807186;"ОАО ""ТОРГОВЫЙ ДОМ ""ЦВУМ""";"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТОРГОВЫЙ ДОМ ""ЦЕНТРАЛЬНЫЙ ВОЕННЫЙ УНИВЕРСАЛЬНЫЙ МАГАЗИН""";NULL;NULL;NULL;NULL;NULL;NULL;7704;770401001;NULL;NULL;NULL;1027700079538;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7704027080;2002-07-29 22:00:00.000;Инспекция Федеральной налоговой службы № 4 по г.Москве;NULL;NULL;NULL;другая
